datetime,timestamp,open,high,low,close,volume_usd,pool
2026-03-03T02:00:00+00:00,1772503200,0.989303506016541,0.994135613424412,0.989303506016541,0.994135613424412,1577.59158126049,curve
2026-03-03T03:00:00+00:00,1772506800,0.994135613424412,0.994388974219827,0.994135613424412,0.994388974219827,103.982610748947,curve
2026-03-03T05:00:00+00:00,1772514000,0.994388974219827,1.0006344354984862,0.994388974219827,0.994975196811044,976.9107732032633,curve
2026-03-03T06:00:00+00:00,1772517600,0.994975196811044,0.9991147571178444,0.994615125425707,0.996061874070479,8695.444734084262,curve
2026-03-03T07:00:00+00:00,1772521200,0.996061874070479,0.997477332779516,0.996061874070479,0.997477332779516,3.77554707222269,curve
2026-03-03T08:00:00+00:00,1772524800,0.997477332779516,0.997477332779516,0.993049291318292,0.993049291318292,6149.65977197619,curve
2026-03-03T09:00:00+00:00,1772528400,0.993049291318292,1.0049080273240336,0.993049291318292,1.0004569059488428,877.9709391390512,curve
2026-03-03T10:00:00+00:00,1772532000,1.0004569059488428,1.0004569059488428,0.991171853553003,0.991171853553003,10894.15040939603,curve
2026-03-03T11:00:00+00:00,1772535600,0.991171853553003,0.991919921736957,0.989825557371691,0.989958557355504,2415.227845934337,curve
2026-03-03T13:00:00+00:00,1772542800,0.989958557355504,0.99318997317833,0.989958557355504,0.99318997317833,8084.09117477794,curve
2026-03-03T20:00:00+00:00,1772568000,0.99318997317833,0.997004596501543,0.99318997317833,0.997004596501543,1141.71215084599,curve
2026-03-04T02:00:00+00:00,1772589600,0.997004596501543,0.997004596501543,0.994108776638939,0.994108776638939,2351.59035032535,curve
2026-03-04T12:00:00+00:00,1772625600,0.994108776638939,0.994108776638939,0.992597795598882,0.992597795598882,621.806594116671,curve
2026-03-04T19:00:00+00:00,1772650800,0.992597795598882,0.992597795598882,0.986580177149155,0.986580177149155,2341.261719954468,curve
2026-03-04T20:00:00+00:00,1772654400,0.986580177149155,0.990533264871744,0.986580177149155,0.990533264871744,299.640269483794,curve
2026-03-04T21:00:00+00:00,1772658000,0.990533264871744,0.994657973034751,0.990533264871744,0.994657973034751,697.950192500374,curve
2026-03-04T22:00:00+00:00,1772661600,0.994657973034751,0.994657973034751,0.993040800541752,0.993040800541752,8.19060808447203,curve
2026-03-05T12:00:00+00:00,1772712000,0.993040800541752,0.996152679057765,0.993040800541752,0.996152679057765,4.95405986646149,curve
2026-03-05T13:00:00+00:00,1772715600,0.996152679057765,0.996152679057765,0.994493109439858,0.994493109439858,212.106217956693,curve
2026-03-05T14:00:00+00:00,1772719200,0.994493109439858,0.994941276116242,0.993413798836917,0.994056147895909,867.5200916060282,curve
2026-03-05T15:00:00+00:00,1772722800,0.994056147895909,0.995392513293552,0.994056147895909,0.995392513293552,6.58925791363485,curve
2026-03-05T16:00:00+00:00,1772726400,0.995392513293552,0.995392513293552,0.990968428986963,0.990968428986963,11.6083889932658,curve
2026-03-06T02:00:00+00:00,1772762400,0.990968428986963,0.998554193030492,0.990968428986963,0.998554193030492,10153.3311367094,curve
2026-03-06T03:00:00+00:00,1772766000,0.998554193030492,0.998554193030492,0.995569800216126,0.995569800216126,5351.12022293079,curve
2026-03-06T04:00:00+00:00,1772769600,0.995569800216126,0.995569800216126,0.992851940771842,0.992851940771842,431.755838455359,curve
2026-03-06T10:00:00+00:00,1772791200,0.992851940771842,0.99396854673369,0.992851940771842,0.99396854673369,3954.92610702602,curve
2026-03-06T11:00:00+00:00,1772794800,0.99396854673369,0.99396854673369,0.993739510142879,0.993739510142879,4941.97099203543,curve
2026-03-06T12:00:00+00:00,1772798400,0.993739510142879,0.993739510142879,0.991518407990223,0.991518407990223,38.8272186743318,curve
